Questions,Answers,Tags,Source,processed_at,word_count_q,word_count_a
what role does mastecomy play in the prevention of breast cancer,"in retrospective studies with median follow-up periods of 13-14 years, bilateral risk-reduction mastectomy decreased the risk of developing breast cancer by at least 90 in women at moderate to high risk and in those with known brca1 2 mutations. in women with deleterious mutations in other genes that are associated with a 2-fold or greater risk for breast cancer but without a compelling family history of breast cancer, the value of risk-reducing mastectomy is unknown. note: woman who are considering prophylactic mastectomy should meet with a range of specialists to discuss the risks and benefits of surgery, including its potential psychosocial effects, as well as the nonsurgical options for reducing risk of breast cancer. these may include a breast health specialist, medical social worker, or cancer clinical psychologist or psychiatrist.",mastecomy,https://www.medscape.com/answers/1947145-155374/what-is-the-role-of-mastectomy-in-the-prevention-of-breast-cancer,2025-06-21 22:19:34.186201,11,130
what are the uspstf guidelines for breast self-exam (bse)?,"in 2016, the uspstf released updated recommendations on breast cancer screening, but did not update its 2009 recommendations for breast examination. in its 2016 statement, the uspstf encouraged patients to be aware of changes in their bodies and discussing these changes with clinicians. the 2009 breast examination recommendations are as follows : no requirement for clinicians to teach women how to perform bse (grade d recommendation) insufficient current evidence to assess the additional benefits and harms of clinical breast examination (cbe) beyond screening mammography in women 40 years or older",breast self-exam,https://www.medscape.com/answers/1947145-155386/what-are-the-uspstf-guidelines-for-breast-self-exam-bse,2025-06-21 22:19:34.186201,9,90
what features of a palpable lump suggest breast cancer?,"if a palpable lump is found and possesses any of the following features, breast cancer may be present: hardness irregularity focal nodularity fixation to skin or muscle",lump palpable,https://www.medscape.com/answers/1947145-155242/what-features-of-a-palpable-lump-suggest-breast-cancer,2025-06-21 22:19:34.186201,9,27
The aetiology of breast cancer: What part do lifestyle variables play,"as with cancers of the colon and prostate, diets that are rich in grains, fruits, and vegetables; low in saturated fats; low in energy (calories); and low in alcohol the more common pattern in less industrialized countries are thought to be protective against breast cancer.",lifestyle factors,https://www.medscape.com/answers/1947145-155265/what-is-the-role-of-lifestyle-factors-in-the-etiology-of-breast-cancer,2025-06-21 22:19:34.186201,11,45
what are the histologic findings of lobular carcinoma in situ breast cancer?,breast cancers usually are epithelial tumors of ductal or lobular origin. all of the following features are important in deciding on a course of treatment for any breast tumor: size status of surgical margin presence or absence of estrogen receptor (er) and progesterone receptor (pr) nuclear and histologic grade proliferation vascular invasion tumor necrosis quantity of intraductal component her2 status,lobular carcinoma,https://www.medscape.com/answers/1947145-155320/what-are-the-histologic-findings-of-lobular-carcinoma-in-situ-breast-cancer,2025-06-21 22:19:34.186201,12,60
Role of molecular profiling assays in the workup of breast cancer,"molecular profiling assays the onco type diagnosis assay (genomic health, inc, redwood city, cancer) has been approved by the us food and drug administration (fda) for women with early-stage estrogen receptor negativepositive, node-negative breast cancer treated with tamoxifen, where the recurrence score (rs) correlated with both relapse-free interval and overall survival. this assay is an rt-pcr based assay of 21 genes (16 cancer genes and 5 reference genes) performed on paraffin-embedded breast tumor tissue. by using a formula based on the expression of these genes, an rs can be calculated that correlates with the likelihood of distant recurrence at 10 years. breast tumor rss and risk levels are as follows: 30, high risk for more visit: c14",molecular profiling assay,https://www.medscape.com/answers/1947145-155342/what-is-the-role-of-molecular-profiling-assays-in-the-workup-of-breast-cancer,2025-06-21 22:19:34.186201,11,117
What are the risk factors and prognosis variables for breast cancer,numerous prognostic and predictive factors for breast cancer have been identified by the college of american pathologists (cap) to guide the clinical management of women with breast cancer. breast cancer prognostic factors include the following: axillary lymph node status tumor size lymphatic vascular invasion patient age histologic grade,prognostic predictive,https://www.medscape.com/answers/1947145-155277/what-are-the-prognostic-and-predictive-factors-for-breast-cancer,2025-06-21 22:19:34.186201,11,48
what are the uspstf guidelines for brca-related breast cancer screening?,"in 2013, the uspstf issued updated guidelines on risk assessment, genetic counseling, and genetic testing for brca-related cancer in women. the current uspstf recommendations are as follows: women who have family members with breast, ovarian, tubal, or peritoneal cancer should be screened to identify a family history that may be associated with an increased risk for mutations in the breast cancer susceptibility genes brca1 or brca2 women who have positive screening results should receive genetic counseling and then brca testing if warranted women without a family history associated with an increased risk for mutations should not receive routine genetic counseling or brca testing",breast cancer screening guidelines,https://www.medscape.com/answers/1947145-155388/what-are-the-uspstf-guidelines-for-brca-related-breast-cancer-screening,2025-06-21 22:19:34.186201,10,103
How to use exemestane,"exemestane is not fda approved for breast cancer risk reduction. however, asco guidelines recommend that it should be discussed as an alternative to tamoxifen and or raloxifene to reduce the risk of invasive bc, specifically estrogen receptor negativepositive bc, in postmenopausal women age 35 years with a 5-year projected absolute bc risk 1. 66 or with lobular carcinoma in situ or atypical hyperplasia. it should not be used for bc risk reduction in premenopausal women. exemestane is given in a dosage of 25 mg per day orally for 5 years.",exemestane,https://www.medscape.com/answers/1947145-155397/what-are-the-asco-recommendations-for-use-of-exemestane-in-breast-cancer-risk-reduction,2025-06-21 22:19:34.186201,4,90
potential complications of partial breast irradiation in the treatment of breast cancer,potential complications of pbi are catheter placement followed by removal secondary to any of the following: 1) inadequate skin spacing 2) infection 3) seroma 4) fibrosis 5) chronic pain 6) disease recurrence,partial breast irradiation,https://www.medscape.com/answers/1947145-155349/what-are-the-potential-complications-of-partial-breast-irradiation-pbi-in-the-treatment-of-breast-cancer,2025-06-21 22:19:34.186201,12,32
